expiration;strike;type;mark;Vol_impli
2025-08-15;130.0;call;70.25;0.5890283633445358
2025-08-15;130.0;put;1.74;0.5439834612904377
2025-08-15;135.0;call;65.65;0.5694677524763465
2025-08-15;135.0;put;2.06;0.5267769545314069
2025-08-15;140.0;call;61.1;0.5503159531134284
2025-08-15;140.0;put;2.46;0.5116002739337896
2025-08-15;145.0;call;56.62;0.532172451674051
2025-08-15;145.0;put;2.9;0.49535876833443027
2025-08-15;150.0;call;52.2;0.5140580685368226
2025-08-15;150.0;put;3.42;0.47989406517394095
2025-08-15;155.0;call;47.85;0.49606868655515585
2025-08-15;155.0;put;4.08;0.4670936296395657
2025-08-15;160.0;call;43.73;0.48358033266970646
2025-08-15;160.0;put;4.8;0.4528113820700021
2025-08-15;165.0;call;39.65;0.468678527989368
2025-08-15;165.0;put;5.67;0.4400897627838877
2025-08-15;170.0;call;35.65;0.45277036305542645
2025-08-15;170.0;put;6.67;0.4275082335135483
2025-08-15;175.0;call;31.88;0.4399156446429316
2025-08-15;175.0;put;7.83;0.41548024753398777
2025-08-15;180.0;call;28.25;0.42678837945191694
2025-08-15;180.0;put;9.15;0.40348293046341643
2025-08-15;185.0;call;24.9;0.4165766212203066
2025-08-15;185.0;put;10.7;0.39286958801205946
2025-08-15;190.0;call;21.58;0.40254152534652754
2025-08-15;190.0;put;12.45;0.3823359702206261
2025-08-15;195.0;call;18.6;0.39197400358613504
2025-08-15;195.0;put;14.38;0.37106119381050123
2025-08-15;200.0;call;15.82;0.3810912239631908
2025-08-15;200.0;put;16.57;0.3606014497052335
2025-08-15;205.0;call;13.27;0.3703358828492368
2025-08-15;205.0;put;19.0;0.3501754693493778
2025-08-15;210.0;call;10.95;0.3594875088702786
2025-08-15;210.0;put;21.7;0.340249753065093
2025-08-15;215.0;call;8.93;0.350057068677692
2025-08-15;215.0;put;24.7;0.3314403647600928
2025-08-15;220.0;call;7.15;0.3406375030505923
2025-08-15;220.0;put;28.2;0.32905807686188177
2025-08-15;225.0;call;5.67;0.33293956117834755
2025-08-15;225.0;put;31.62;0.31862694164026406
2025-08-15;230.0;call;4.42;0.32555801888183755
2025-08-15;230.0;put;35.48;0.31422463259053335
2025-08-15;235.0;call;3.45;0.3207085575025908
2025-08-15;235.0;put;39.52;0.3095447750385633
2025-08-15;240.0;call;2.62;0.314730702383009
2025-08-15;240.0;put;44.02;0.316090119809939
2025-08-15;245.0;call;2.01;0.3114435485095042
2025-08-15;245.0;put;48.8;0.33078223442268406
2025-08-15;250.0;call;1.54;0.30914775303308395
2025-08-15;250.0;put;53.33;0.33286783200758363
2025-08-15;255.0;call;1.2;0.308875534363708
2025-08-15;255.0;put;58.2;0.34795313993503435
2025-08-15;260.0;call;0.94;0.30934210259483025
2025-08-15;260.0;put;63.1;0.3634801143045031
2025-08-15;265.0;call;0.73;0.3095159922981232
2025-08-15;265.0;put;67.78;0.36635481999033587
2025-08-15;270.0;call;0.57;0.31023671667543085
2025-08-15;270.0;put;73.17;0.4061649219735695
2025-08-15;275.0;call;0.46;0.3128399311916587
2025-08-15;275.0;put;78.05;0.4187917906598831
2025-08-15;280.0;call;0.38;0.31652345043517605
2025-08-15;280.0;put;83.0;0.43445741864117865
2025-08-15;285.0;call;0.3;0.31779966100541285
2025-08-15;285.0;put;88.03;0.4540275531993784
2025-08-15;290.0;call;0.27;0.3251839058073846
2025-08-15;290.0;put;92.95;0.4671349970643325
2025-08-15;295.0;call;0.23;0.3296247891208172
2025-08-15;295.0;put;98.03;0.48879366227991716
2025-08-15;300.0;call;0.18;0.3300577627142045
2025-08-15;300.0;put;102.88;0.49707061107130246
2025-08-15;305.0;call;0.16;0.33594046675542333
2025-08-15;305.0;put;108.15;0.5288849066644965
2025-08-15;310.0;call;0.14;0.34086537851482046
2025-08-15;310.0;put;112.78;0.5237124008157479
2025-08-15;315.0;call;0.12;0.3446870814681956
2025-08-15;315.0;put;118.08;0.5571889400547861
2025-08-15;320.0;call;0.11;0.35104961197686024
2025-08-15;320.0;put;123.17;0.577932387872252
2025-08-15;325.0;call;0.1;0.35681512856266645
2025-08-15;325.0;put;128.05;0.5865122888616713
2025-08-15;330.0;call;0.1;0.36626180984933154
2025-08-15;330.0;put;132.9;0.5927823441611854
2025-08-15;340.0;call;0.07;0.36993219915379094
2025-08-15;340.0;put;143.02;0.6293708683837234
2025-08-15;350.0;call;0.06;0.3809772767792654
2025-08-15;350.0;put;152.8;0.6445836409267278
2025-08-15;360.0;call;0.04;0.38183852325500983
2025-08-15;360.0;put;163.05;0.687421284108733
2025-08-15;370.0;call;0.04;0.3971913176763886
2025-08-15;370.0;put;172.82;0.7003523795331134
2025-08-15;380.0;call;0.04;0.4120520864573853
2025-08-15;380.0;put;183.18;0.7481487035984901
2025-08-15;390.0;call;0.03;0.41542234029699326
2025-08-15;390.0;put;193.02;0.7641832762266588
2025-09-19;5.0;put;0.01;1.8976054948729875
2025-09-19;10.0;put;0.01;1.5158694939868378
2025-09-19;15.0;put;0.01;1.3014376672863668
2025-09-19;20.0;put;0.01;1.1526578295787815
2025-09-19;25.0;put;0.01;1.0389532958299423
2025-09-19;30.0;put;0.01;0.9470382476549509
2025-09-19;35.0;put;0.04;0.9835481039430265
2025-09-19;40.0;put;0.04;0.9085497753781074
2025-09-19;45.0;call;152.45;0.9009248098691682
2025-09-19;45.0;put;0.08;0.9055078456515778
2025-09-19;50.0;call;147.68;0.9744249397341435
2025-09-19;50.0;put;0.1;0.8640486846195254
2025-09-19;55.0;call;142.7;0.8978585504455284
2025-09-19;55.0;put;0.13;0.8312875424741042
2025-09-19;60.0;call;137.78;0.8558942498937794
2025-09-19;60.0;put;0.17;0.8031752471708151
2025-09-19;65.0;call;133.05;0.8758483658652932
2025-09-19;65.0;put;0.21;0.7727287716628382
2025-09-19;70.0;call;127.95;0.7800723371660184
2025-09-19;70.0;put;0.27;0.7493122569753504
2025-09-19;75.0;call;123.4;0.8268521453033172
2025-09-19;75.0;put;0.33;0.7232076834331769
2025-09-19;80.0;call;118.4;0.7685830594099755
2025-09-19;80.0;put;0.41;0.7010670191959124
2025-09-19;85.0;call;113.58;0.7445496516406237
2025-09-19;85.0;put;0.49;0.6767263215254103
2025-09-19;90.0;call;108.75;0.7175411128966989
2025-09-19;90.0;put;0.59;0.6549122334865252
2025-09-19;95.0;call;103.95;0.6935400091084103
2025-09-19;95.0;put;0.71;0.6345955063938916
2025-09-19;100.0;call;99.12;0.6651329986290497
2025-09-19;100.0;put;0.84;0.6137552105571786
2025-09-19;105.0;call;94.47;0.6536867953487051
2025-09-19;105.0;put;1.0;0.5948794362520198
2025-09-19;110.0;call;89.65;0.6244704908122329
2025-09-19;110.0;put;1.19;0.5771292052941341
2025-09-19;115.0;call;85.12;0.6167725437895397
2025-09-19;115.0;put;1.41;0.5599458783730444
2025-09-19;120.0;call;80.4;0.5926179982644627
2025-09-19;120.0;put;1.65;0.5421960911509323
2025-09-19;125.0;call;75.78;0.5735425351225099
2025-09-19;125.0;put;1.94;0.5259334797008797
2025-09-19;130.0;call;71.28;0.5590403110975405
2025-09-19;130.0;put;2.28;0.5104776606861607
2025-09-19;135.0;call;66.8;0.5429664612283842
2025-09-19;135.0;put;2.69;0.49640154817150994
2025-09-19;140.0;call;62.27;0.5226165145437505
2025-09-19;140.0;put;3.12;0.4806977571706688
2025-09-19;145.0;call;57.88;0.5062396927567177
2025-09-19;145.0;put;3.67;0.4677990854271019
2025-09-19;150.0;call;53.6;0.491610568273294
2025-09-19;150.0;put;4.28;0.4543789664295116
2025-09-19;155.0;call;49.42;0.47776556371051715
2025-09-19;155.0;put;5.05;0.44370160619403487
2025-09-19;160.0;call;45.3;0.4631071676031843
2025-09-19;160.0;put;5.85;0.4307450378104203
2025-09-19;165.0;call;41.38;0.45141980633941997
2025-09-19;165.0;put;6.8;0.41918111862844554
2025-09-19;170.0;call;37.5;0.43775677252628753
2025-09-19;170.0;put;7.88;0.4078809217320272
2025-09-19;175.0;call;33.85;0.4268073992226434
2025-09-19;175.0;put;9.07;0.39601032187832935
2025-09-19;180.0;call;30.3;0.41490864449833303
2025-09-19;180.0;put;10.53;0.38706370101012016
2025-09-19;185.0;call;26.9;0.4030421738153808
2025-09-19;185.0;put;12.07;0.3761446894238102
2025-09-19;190.0;call;23.77;0.39347242688853834
2025-09-19;190.0;put;13.82;0.3659818810064412
2025-09-19;195.0;call;20.73;0.3820830002788185
2025-09-19;195.0;put;15.82;0.35704982969008875
2025-09-19;200.0;call;17.93;0.3717953538541509
2025-09-19;200.0;put;17.95;0.346628207040867
2025-09-19;205.0;call;15.32;0.3613629223181447
2025-09-19;205.0;put;20.43;0.33896032099364154
2025-09-19;210.0;call;12.97;0.3520212492855214
2025-09-19;210.0;put;23.02;0.3290529741863845
2025-09-19;215.0;call;10.82;0.342444381965955
2025-09-19;215.0;put;25.85;0.31937369209689814
2025-09-19;220.0;call;8.98;0.33489260222695133
2025-09-19;220.0;put;29.12;0.3142079872738374
2025-09-19;225.0;call;7.33;0.32693964950390764
2025-09-19;225.0;put;32.8;0.31365603981135476
2025-09-19;230.0;call;5.92;0.3198268161136079
2025-09-19;230.0;put;36.33;0.30512539037092695
2025-09-19;235.0;call;4.72;0.3131629809502714
2025-09-19;235.0;put;40.5;0.3082595906683691
2025-09-19;240.0;call;3.78;0.30885600395619395
2025-09-19;240.0;put;44.77;0.3108733978619519
2025-09-19;245.0;call;3.0;0.30491683134281294
2025-09-19;245.0;put;48.65;0.29741769156293363
2025-09-19;250.0;call;2.34;0.3005689222440151
2025-09-19;250.0;put;53.5;0.3123554627598487
2025-09-19;255.0;call;1.85;0.2983969868872437
2025-09-19;255.0;put;58.2;0.3207269589359287
2025-09-19;260.0;call;1.46;0.2967465677723332
2025-09-19;260.0;put;63.05;0.33350170526686806
2025-09-19;265.0;call;1.16;0.29604936357218326
2025-09-19;265.0;put;68.2;0.3574573048563156
2025-09-19;270.0;call;0.93;0.29622432669723503
2025-09-19;270.0;put;73.05;0.3690711657007504
2025-09-19;275.0;call;0.73;0.29538019146044636
2025-09-19;275.0;put;78.22;0.39312504153789174
2025-09-19;280.0;call;0.6;0.2972477444403833
2025-09-19;280.0;put;82.8;0.39221953931665793
2025-09-19;285.0;call;0.49;0.29873475299665236
2025-09-19;285.0;put;87.75;0.40623382838365163
2025-09-19;290.0;call;0.41;0.30135882140642506
2025-09-19;290.0;put;92.92;0.42969243005365587
2025-09-19;295.0;call;0.35;0.3047770936528631
2025-09-19;295.0;put;97.85;0.442211212664562
2025-09-19;300.0;call;0.29;0.3066644705300106
2025-09-19;300.0;put;103.12;0.4693858938134457
2025-09-19;305.0;call;0.26;0.31189500263890146
2025-09-19;305.0;put;108.3;0.49214377454620933
2025-09-19;310.0;call;0.23;0.3162851347576646
2025-09-19;310.0;put;113.22;0.5035970623534105
2025-09-19;320.0;call;0.17;0.3220586508618122
2025-09-19;320.0;put;122.9;0.5182143167513599
2025-09-19;330.0;call;0.15;0.3343156583909526
2025-09-19;330.0;put;133.07;0.553659890166713
2025-09-19;340.0;call;0.12;0.34177716950600884
2025-09-19;340.0;put;142.93;0.5741439130090787
2025-09-19;350.0;call;0.09;0.34613118375254776
2025-09-19;350.0;put;152.88;0.5978096627422679
2025-09-19;360.0;call;0.08;0.3563806727390823
2025-09-19;360.0;put;162.85;0.6216107004884338
2025-09-19;370.0;call;0.07;0.3654106162779633
2025-09-19;370.0;put;172.95;0.6508004459484088
2025-09-19;380.0;call;0.07;0.3789503320240483
2025-09-19;380.0;put;183.12;0.6824664682461306
2025-09-19;390.0;call;0.06;0.3860630950950594
2025-09-19;390.0;put;193.0;0.7001580305045608
2025-10-17;90.0;call;109.15;0.6905701014249006
2025-10-17;90.0;put;0.72;0.6222602129109838
2025-10-17;95.0;call;104.53;0.681462661175189
2025-10-17;95.0;put;0.85;0.6019830787903641
2025-10-17;100.0;call;99.95;0.671186975548632
2025-10-17;100.0;put;1.02;0.5848760954519601
2025-10-17;105.0;call;94.65;0.6024699035856849
2025-10-17;105.0;put;1.2;0.5667426122496811
2025-10-17;110.0;call;90.4;0.6154806925652488
2025-10-17;110.0;put;1.41;0.5495587100802279
2025-10-17;115.0;call;85.75;0.5953661450625795
2025-10-17;115.0;put;1.67;0.5343731790877853
2025-10-17;120.0;call;81.18;0.5784085747773665
2025-10-17;120.0;put;1.96;0.519055567133089
2025-10-17;125.0;call;76.62;0.560245188413694
2025-10-17;125.0;put;2.29;0.5040638383526101
2025-10-17;130.0;call;72.17;0.5454910990001198
2025-10-17;130.0;put;2.69;0.4906522369127006
2025-10-17;135.0;call;67.67;0.5267477019903428
2025-10-17;135.0;put;3.12;0.47633451400263965
2025-10-17;140.0;call;63.28;0.5107273884019349
2025-10-17;140.0;put;3.62;0.4628111457164205
2025-10-17;145.0;call;58.95;0.4949712659339696
2025-10-17;145.0;put;4.2;0.45002500819007685
2025-10-17;150.0;call;54.67;0.4789573914187634
2025-10-17;150.0;put;4.9;0.4388859981648016
2025-10-17;155.0;call;50.6;0.46714169219083473
2025-10-17;155.0;put;5.7;0.42813434336080575
2025-10-17;160.0;call;46.58;0.4542184276565577
2025-10-17;160.0;put;6.55;0.4160655784626848
2025-10-17;165.0;call;42.67;0.4417015761766228
2025-10-17;165.0;put;7.55;0.40529725921239756
2025-10-17;170.0;call;38.9;0.4300166931544563
2025-10-17;170.0;put;8.72;0.3957948096351743
2025-10-17;175.0;call;35.2;0.4172971666678024
2025-10-17;175.0;put;10.0;0.3857547173838935
2025-10-17;180.0;call;31.65;0.4051601853819289
2025-10-17;180.0;put;11.43;0.3758856554437975
2025-10-17;185.0;call;28.32;0.39471189451583016
2025-10-17;185.0;put;12.95;0.36473823484697415
2025-10-17;190.0;call;25.17;0.38479381495806403
2025-10-17;190.0;put;14.8;0.35686585693438283
2025-10-17;195.0;call;22.25;0.3761198455360966
2025-10-17;195.0;put;16.77;0.3478129235737863
2025-10-17;200.0;call;19.45;0.3664293138586971
2025-10-17;200.0;put;18.95;0.3391502584684596
2025-10-17;205.0;call;16.85;0.35708613725078575
2025-10-17;205.0;put;21.35;0.330886485891669
2025-10-17;210.0;call;14.47;0.3483231508124268
2025-10-17;210.0;put;23.92;0.32196772050918326
2025-10-17;215.0;call;12.25;0.33892836062076537
2025-10-17;215.0;put;26.85;0.3158538081966843
2025-10-17;220.0;call;10.35;0.3318718994591289
2025-10-17;220.0;put;29.62;0.30254680043288745
2025-10-17;225.0;call;8.55;0.32295381553060887
2025-10-17;225.0;put;33.3;0.30312957126765255
2025-10-17;230.0;call;7.08;0.31683357113343685
2025-10-17;230.0;put;36.98;0.30017510717455786
2025-10-17;235.0;call;5.83;0.3116541629664744
2025-10-17;235.0;put;40.7;0.2942140778184228
2025-10-17;240.0;call;4.72;0.3058775120446928
2025-10-17;240.0;put;44.95;0.2973760075843592
2025-10-17;245.0;call;3.77;0.3001617727023495
2025-10-17;245.0;put;49.33;0.30134321456620905
2025-10-17;250.0;call;3.06;0.2973299920905843
2025-10-17;250.0;put;53.7;0.3025783177990843
2025-10-17;255.0;call;2.44;0.2937653046631728
2025-10-17;255.0;put;58.67;0.32006673900264737
2025-10-17;260.0;call;1.95;0.291220473732089
2025-10-17;260.0;put;63.08;0.31884258899103035
2025-10-17;265.0;call;1.57;0.28981370398942174
2025-10-17;265.0;put;68.5;0.3498137063422385
2025-10-17;270.0;call;1.27;0.2891104905195871
2025-10-17;270.0;put;73.08;0.352457975337409
2025-10-17;275.0;call;1.04;0.2894121902852848
2025-10-17;275.0;put;78.08;0.36864480799816474
2025-10-17;280.0;call;0.84;0.28905574776972787
2025-10-17;280.0;put;83.0;0.38159070050940336
2025-10-17;285.0;call;0.7;0.2905312007860794
2025-10-17;285.0;put;88.1;0.40062804347202596
2025-10-17;290.0;call;0.58;0.2916798897082619
2025-10-17;290.0;put;93.03;0.41321153077823675
2025-10-17;295.0;call;0.48;0.29275865807217805
2025-10-17;295.0;put;98.35;0.4395338985538458
2025-10-17;300.0;call;0.41;0.295278122698815
2025-10-17;300.0;put;102.85;0.43572223209679695
2025-10-17;305.0;call;0.34;0.29634997860382745
2025-10-17;305.0;put;107.95;0.4537058766318318
2025-10-17;310.0;call;0.31;0.30147645590058636
2025-10-17;310.0;put;112.82;0.4626364183600145
2025-10-17;315.0;call;0.24;0.2994844541224632
2025-10-17;315.0;put;118.38;0.4972777359694954
2025-10-17;320.0;call;0.23;0.3062549591509487
2025-10-17;320.0;put;122.85;0.490869630197069
2025-10-17;325.0;call;0.2;0.30884449184241675
2025-10-17;325.0;put;128.07;0.5125395982965025
2025-10-17;330.0;call;0.16;0.30808337228631416
2025-10-17;330.0;put;132.93;0.5201487452562416
2025-10-17;335.0;call;0.16;0.3158170107897537
2025-10-17;335.0;put;138.07;0.5383197463638112
2025-10-17;340.0;call;0.15;0.32087705144023054
2025-10-17;340.0;put;142.95;0.5462540291558977
2025-10-17;345.0;call;0.14;0.32558703869589634
2025-10-17;345.0;put;148.3;0.571992126487949
2025-10-17;350.0;call;0.12;0.3268920808188764
2025-10-17;350.0;put;153.07;0.5754609908343504
2025-10-17;355.0;call;0.11;0.3306147775547703
2025-10-17;355.0;put;157.93;0.5820022664129532
2025-10-17;360.0;call;0.1;0.333889020425446
2025-10-17;360.0;put;162.8;0.588644063221218
2025-10-17;370.0;call;0.09;0.3431593177739226
2025-10-17;370.0;put;172.95;0.6177362412368518
2025-12-19;5.0;put;0.01;1.4934426118251756
2025-12-19;10.0;put;0.02;1.2674423836504065
2025-12-19;15.0;put;0.01;1.024745548738064
2025-12-19;20.0;put;0.04;1.027425000370747
2025-12-19;25.0;put;0.03;0.9004343016910611
2025-12-19;30.0;call;167.45;0.8897496498463373
2025-12-19;30.0;put;0.07;0.8934625820920803
2025-12-19;35.0;call;162.6;0.8956073809724511
2025-12-19;35.0;put;0.09;0.843584665230217
2025-12-19;40.0;call;157.6;0.7725405638825353
2025-12-19;40.0;put;0.14;0.8203971096833709
2025-12-19;45.0;call;152.82;0.8133839704459848
2025-12-19;45.0;put;0.17;0.7796685315768639
2025-12-19;50.0;call;148.43;0.907438030145296
2025-12-19;50.0;put;0.21;0.745782646613
2025-12-19;55.0;call;143.3;0.8071281302542107
2025-12-19;55.0;put;0.26;0.7162801127141428
2025-12-19;60.0;call;138.25;0.7288540434159068
2025-12-19;60.0;put;0.32;0.6896511519719459
2025-12-19;65.0;call;133.78;0.766697523938887
2025-12-19;65.0;put;0.39;0.6649732140152144
2025-12-19;70.0;call;128.95;0.7336304086645404
2025-12-19;70.0;put;0.47;0.6416728876756913
2025-12-19;75.0;call;124.38;0.73091093265196
2025-12-19;75.0;put;0.57;0.6211757475500056
2025-12-19;80.0;call;118.97;0.633573161642981
2025-12-19;80.0;put;0.68;0.6009152101646315
2025-12-19;85.0;call;114.68;0.6615066494302094
2025-12-19;85.0;put;0.8;0.580880604103998
2025-12-19;90.0;call;110.25;0.6619230870051704
2025-12-19;90.0;put;0.96;0.5644171388282748
2025-12-19;95.0;call;105.1;0.607059153955736
2025-12-19;95.0;put;1.14;0.5482321001391707
2025-12-19;100.0;call;100.78;0.6108310688360526
2025-12-19;100.0;put;1.35;0.5330076962143813
2025-12-19;105.0;call;95.92;0.5784453738867017
2025-12-19;105.0;put;1.57;0.5168865052505763
2025-12-19;110.0;call;91.35;0.5625634741790665
2025-12-19;110.0;put;1.85;0.5033085306892241
2025-12-19;115.0;call;86.8;0.5462676854908798
2025-12-19;115.0;put;2.16;0.4896501918439369
2025-12-19;120.0;call;82.3;0.530884393342827
2025-12-19;120.0;put;2.53;0.4773201587729477
2025-12-19;125.0;call;77.88;0.5172596971450686
2025-12-19;125.0;put;2.96;0.4657768368929595
2025-12-19;130.0;call;73.5;0.5034681168314296
2025-12-19;130.0;put;3.4;0.4526697738228726
2025-12-19;135.0;call;69.12;0.4881824056398817
2025-12-19;135.0;put;3.95;0.44187779716283615
2025-12-19;140.0;call;64.9;0.47636728430055714
2025-12-19;140.0;put;4.6;0.432295330723789
2025-12-19;145.0;call;60.77;0.46523597348487095
2025-12-19;145.0;put;5.25;0.420525201116272
2025-12-19;150.0;call;56.67;0.4530205216757769
2025-12-19;150.0;put;6.05;0.4109734006230057
2025-12-19;155.0;call;52.83;0.4451957426548219
2025-12-19;155.0;put;6.95;0.4017325544466432
2025-12-19;160.0;call;48.92;0.433592420694835
2025-12-19;160.0;put;7.95;0.3925776342347383
2025-12-19;165.0;call;45.02;0.4204065443039375
2025-12-19;165.0;put;9.07;0.38376065703652307
2025-12-19;170.0;call;41.4;0.41102335747464325
2025-12-19;170.0;put;10.35;0.37586119094075604
2025-12-19;175.0;call;37.85;0.40085259298994586
2025-12-19;175.0;put;11.75;0.36782619533473987
2025-12-19;180.0;call;34.65;0.3948413975421121
2025-12-19;180.0;put;13.25;0.35918138875153943
2025-12-19;185.0;call;31.27;0.38335165726526305
2025-12-19;185.0;put;14.93;0.35123967155917557
2025-12-19;190.0;call;28.25;0.37575763085450853
2025-12-19;190.0;put;16.77;0.3434587023429587
2025-12-19;195.0;call;25.3;0.3669407072906645
2025-12-19;195.0;put;18.77;0.3357035327063337
2025-12-19;200.0;call;22.55;0.3589482499074936
2025-12-19;200.0;put;20.98;0.3286544978693157
2025-12-19;205.0;call;19.95;0.3508690256132118
2025-12-19;205.0;put;23.38;0.32187651585230154
2025-12-19;210.0;call;17.5;0.34262658943084706
2025-12-19;210.0;put;25.88;0.3138764126747317
2025-12-19;215.0;call;15.27;0.33526002325334137
2025-12-19;215.0;put;28.65;0.3072778473662831
2025-12-19;220.0;call;13.23;0.3282662755020118
2025-12-19;220.0;put;31.68;0.3019448696261312
2025-12-19;225.0;call;11.38;0.32165063654566434
2025-12-19;225.0;put;34.88;0.29648104609751186
2025-12-19;230.0;call;9.7;0.3151137869277586
2025-12-19;230.0;put;38.33;0.29234811813898337
2025-12-19;235.0;call;8.18;0.308521625361752
2025-12-19;235.0;put;41.97;0.28874065043485114
2025-12-19;240.0;call;6.92;0.3038495925235242
2025-12-19;240.0;put;46.03;0.29047131178778923
2025-12-19;245.0;call;5.83;0.2997494301131549
2025-12-19;245.0;put;50.35;0.29539497918147634
2025-12-19;250.0;call;4.85;0.29519963031237473
2025-12-19;250.0;put;54.67;0.29862724009631697
2025-12-19;255.0;call;4.0;0.2907692029995785
2025-12-19;255.0;put;58.65;0.2920414851176604
2025-12-19;260.0;call;3.33;0.2880614511247904
2025-12-19;260.0;put;63.62;0.30739083906295783
2025-12-19;265.0;call;2.72;0.2843900036533021
2025-12-19;265.0;put;68.25;0.3136522150736409
2025-12-19;270.0;call;2.25;0.28234649435445713
2025-12-19;270.0;put;73.0;0.3221273130892195
